N,P,K,Temperature,Humidity,Rainfall,Label,Yield (kg/ha),Soil_Moisture (%)
28.545,60.895,14.036,33.039,66.655,324.006,pigeonpeas,2731.959,34.398
31.107,72.785,14.186,28.733,47.665,388.393,pigeonpeas,1819.97,26.209
29.957,54.712,19.955,31.858,34.517,524.874,pigeonpeas,1913.924,25.531
33.85,68.486,21.17,20.646,46.271,312.083,pigeonpeas,2706.803,23.477
46.186,62.451,25.648,27.503,37.241,475.41,pigeonpeas,2547.587,32.675
12.775,80.494,21.875,30.929,34.742,558.407,pigeonpeas,0.0,22.032
41.407,58.651,18.177,35.354,33.193,645.269,pigeonpeas,6.442,30.956
-1.984,76.957,18.528,28.442,51.753,399.9,pigeonpeas,1361.529,19.095
5.856,69.764,25.641,35.812,57.141,493.192,pigeonpeas,2306.668,30.511
45.68,71.241,20.966,28.083,49.995,438.422,pigeonpeas,89.222,31.986
35.096,58.169,16.774,34.981,39.911,610.244,pigeonpeas,1217.993,21.583
7.267,74.871,22.77,22.703,63.46,171.814,pigeonpeas,1546.727,30.209
38.521,67.095,26.127,35.756,34.189,647.444,pigeonpeas,1077.784,35.821
11.18,57.932,15.275,29.352,38.909,424.253,pigeonpeas,3318.262,26.581
26.7,66.995,25.421,33.354,30.522,453.684,pigeonpeas,1827.762,31.938
17.536,73.9,20.97,18.327,38.348,274.372,pigeonpeas,2276.212,32.57
13.293,53.417,18.423,19.15,44.617,263.902,pigeonpeas,3078.131,42.732
22.091,70.47,14.46,24.487,39.833,403.871,pigeonpeas,223.078,33.796
26.014,68.612,19.646,19.946,45.292,319.152,pigeonpeas,1773.891,36.445
26.109,72.03,15.211,29.484,37.085,489.673,pigeonpeas,931.284,30.463
11.308,72.259,28.05,18.554,38.472,351.59,pigeonpeas,2699.574,24.759
12.299,58.015,31.215,20.488,42.064,311.098,pigeonpeas,970.944,24.436
19.712,76.014,8.971,36.073,54.309,441.34,pigeonpeas,1541.236,36.056
12.068,68.786,29.258,29.332,43.726,479.409,pigeonpeas,1370.954,28.179
39.325,61.702,22.574,27.518,37.021,551.4,pigeonpeas,1038.162,29.907
32.049,74.832,26.806,33.279,46.109,488.12,pigeonpeas,678.108,32.576
39.261,72.029,20.674,29.568,61.782,421.028,pigeonpeas,1372.388,32.697
15.426,57.428,32.362,24.288,46.315,354.406,pigeonpeas,548.387,30.433
27.324,74.636,19.143,19.954,61.104,185.148,pigeonpeas,1475.836,27.193
18.593,75.15,14.159,29.772,66.06,315.187,pigeonpeas,782.538,27.18
16.337,67.458,26.685,31.577,56.338,448.748,pigeonpeas,689.891,29.456
41.447,59.479,15.913,30.145,65.075,307.903,pigeonpeas,2454.882,24.306
18.663,53.903,19.845,21.84,59.401,210.424,pigeonpeas,1072.667,24.311
0.15,61.712,19.52,20.066,57.505,222.065,pigeonpeas,0.0,29.859
3.859,75.945,24.125,31.098,64.925,411.626,pigeonpeas,1063.704,33.478
15.359,69.457,27.154,18.62,39.358,356.757,pigeonpeas,1873.121,34.401
2.785,76.217,22.354,36.883,62.136,444.045,pigeonpeas,1798.992,24.398
21.216,72.867,19.71,19.86,29.429,326.32,pigeonpeas,1801.103,34.801
21.474,59.802,18.601,21.139,38.295,320.677,pigeonpeas,1231.508,32.065
20.191,50.512,20.642,33.689,38.33,523.464,pigeonpeas,944.694,26.816
28.231,71.207,20.734,23.289,46.097,314.123,pigeonpeas,2198.322,33.274
29.493,62.15,22.402,20.154,49.556,313.173,pigeonpeas,1407.112,26.237
7.839,56.882,10.418,34.415,44.612,362.017,pigeonpeas,2250.389,29.534
36.694,63.356,15.04,35.195,32.776,728.11,pigeonpeas,3500.057,39.468
2.511,63.908,19.127,19.804,56.206,181.987,pigeonpeas,1856.537,29.5
21.149,75.896,18.96,29.033,38.043,426.051,pigeonpeas,1669.309,29.979
25.837,68.596,28.041,36.755,37.294,631.34,pigeonpeas,2598.428,31.586
18.817,58.579,16.907,30.005,39.583,437.91,pigeonpeas,1391.432,44.552
18.745,67.777,21.331,36.474,58.24,469.866,pigeonpeas,844.495,27.54
14.074,57.208,26.501,20.153,37.124,319.055,pigeonpeas,400.33,32.431
21.448,75.457,12.978,35.918,41.491,582.473,pigeonpeas,2160.546,29.579
42.63,70.504,13.956,31.586,47.535,545.232,pigeonpeas,611.0,32.672
17.339,55.139,17.146,19.647,47.666,188.57,pigeonpeas,3573.164,26.302
16.957,68.273,19.697,24.777,37.149,293.489,pigeonpeas,0.0,27.121
15.816,65.127,8.274,31.122,31.113,480.086,pigeonpeas,1179.059,35.88
20.219,61.489,21.382,34.962,53.038,449.937,pigeonpeas,1456.875,28.196
40.203,73.43,17.293,28.738,46.422,538.838,pigeonpeas,2089.029,26.632
41.202,59.191,22.415,27.193,35.227,564.906,pigeonpeas,744.421,25.688
7.021,64.095,24.408,24.937,47.428,368.481,pigeonpeas,3016.912,32.279
32.817,52.717,21.484,31.815,35.452,588.617,pigeonpeas,534.907,26.281
16.458,59.287,18.465,36.425,57.441,470.212,pigeonpeas,1168.139,35.443
19.933,71.982,15.375,35.984,54.699,422.138,pigeonpeas,1957.688,33.095
3.796,52.04,24.198,24.82,45.799,340.724,pigeonpeas,1482.839,27.914
43.155,54.082,13.389,32.721,39.701,560.921,pigeonpeas,1306.25,30.982
27.208,67.442,30.361,23.6,45.205,369.368,pigeonpeas,2008.344,26.006
30.988,76.946,27.964,29.494,58.69,307.335,pigeonpeas,2720.521,24.89
31.05,77.105,16.857,29.179,60.219,365.078,pigeonpeas,0.0,36.905
44.377,62.411,23.799,26.824,35.722,554.005,pigeonpeas,2545.746,36.361
18.751,57.182,14.802,21.435,37.422,310.086,pigeonpeas,0.0,18.712
9.082,75.485,20.065,30.465,34.451,499.591,pigeonpeas,193.622,30.91
-0.885,78.594,21.66,24.214,46.61,426.768,pigeonpeas,2150.347,30.921
13.974,62.802,18.571,25.524,49.25,369.306,pigeonpeas,1870.002,34.126
17.732,70.604,10.802,35.148,41.743,690.281,pigeonpeas,2741.08,30.566
14.015,69.402,24.441,23.959,57.088,319.815,pigeonpeas,2601.775,42.901
15.505,73.429,26.799,24.905,58.46,300.974,pigeonpeas,3298.204,27.211
18.245,58.617,16.52,29.654,42.26,527.26,pigeonpeas,1312.917,30.395
39.605,60.129,26.04,36.736,62.475,382.999,pigeonpeas,413.264,29.658
15.929,81.372,18.495,30.897,57.021,432.57,pigeonpeas,1106.021,39.049
20.063,55.566,9.538,21.688,37.979,308.618,pigeonpeas,1210.652,28.517
27.92,84.221,25.236,28.034,44.512,463.163,pigeonpeas,2972.373,34.92
32.67,73.571,27.174,29.116,57.566,410.149,pigeonpeas,1027.597,25.012
26.183,62.55,20.458,19.207,53.707,213.339,pigeonpeas,1566.796,24.937
26.043,61.34,19.621,33.375,65.475,433.461,pigeonpeas,1037.865,26.798
3.597,64.973,24.393,26.041,51.02,342.814,pigeonpeas,2222.326,32.049
19.452,71.637,11.856,36.275,55.835,494.801,pigeonpeas,3370.199,32.859
34.094,81.457,26.656,28.733,44.344,442.29,pigeonpeas,0.0,27.055
36.171,81.033,22.917,28.234,43.432,471.393,pigeonpeas,1562.864,27.279
29.071,65.182,19.348,25.941,38.864,399.163,pigeonpeas,1499.588,27.187
25.79,72.96,16.616,28.613,59.061,370.711,pigeonpeas,147.453,27.19
31.472,81.819,25.805,28.229,43.325,561.927,pigeonpeas,611.02,28.817
17.563,59.572,22.295,29.288,43.139,532.991,pigeonpeas,1418.644,40.19
31.182,73.173,21.275,23.375,51.775,391.661,pigeonpeas,181.378,28.305
12.356,74.681,23.977,19.961,32.5,355.262,pigeonpeas,1718.964,33.815
-0.149,59.319,27.547,24.612,43.011,395.093,pigeonpeas,2511.835,20.679
6.464,62.169,19.319,26.197,51.976,242.865,pigeonpeas,306.409,29.406
27.934,72.562,22.228,23.093,34.394,489.662,pigeonpeas,1703.867,30.242
37.551,55.038,18.428,33.102,39.361,588.156,pigeonpeas,0.0,31.076
34.601,60.618,26.989,20.317,48.021,236.811,pigeonpeas,1432.254,26.577
9.869,78.574,25.436,31.384,37.057,531.667,pigeonpeas,0.0,25.235
36.403,52.452,14.271,32.985,41.994,617.952,pigeonpeas,2288.57,25.418
10.084,65.315,24.659,20.766,41.15,311.162,pigeonpeas,1911.773,33.531
20.862,57.582,24.286,30.712,54.06,497.719,pigeonpeas,1583.614,25.102
41.04,71.223,22.855,36.004,38.272,594.423,pigeonpeas,1033.643,36.333
13.241,69.87,20.762,19.689,66.49,171.975,pigeonpeas,1909.963,24.616
32.041,56.564,16.66,29.327,61.667,383.214,pigeonpeas,2327.785,30.898
3.745,79.945,16.51,28.227,53.651,360.045,pigeonpeas,1634.377,22.042
6.879,71.742,21.583,36.557,56.636,519.238,pigeonpeas,569.398,34.485
27.551,74.31,30.028,31.329,57.19,369.067,pigeonpeas,1649.392,28.185
24.481,73.302,22.529,19.797,34.447,347.413,pigeonpeas,2457.892,28.949
36.767,66.966,23.353,36.175,39.673,494.956,pigeonpeas,935.377,32.541
38.13,60.742,28.786,20.344,47.497,309.945,pigeonpeas,1346.3,25.659
7.229,52.787,19.655,33.758,45.714,466.489,pigeonpeas,0.0,38.046
37.855,57.877,22.677,37.412,63.575,386.312,pigeonpeas,1210.139,31.632
2.046,68.342,19.124,36.429,56.948,443.396,pigeonpeas,1438.224,26.863
15.764,72.127,19.939,30.871,34.741,526.059,pigeonpeas,970.998,30.68
27.249,55.332,18.417,21.175,71.711,141.996,pigeonpeas,896.599,35.576
0.261,79.377,16.77,28.809,51.213,463.199,pigeonpeas,2559.595,19.748
38.713,56.376,19.623,36.276,64.017,471.34,pigeonpeas,592.751,31.663
18.337,77.418,11.86,36.034,44.45,500.147,pigeonpeas,1248.35,26.33
19.761,56.471,22.139,22.303,56.609,289.951,pigeonpeas,1338.442,30.851
6.468,71.273,18.365,19.321,48.344,187.004,pigeonpeas,1593.995,30.539
16.032,73.179,9.899,36.307,42.456,655.235,pigeonpeas,711.344,26.129
31.633,56.225,14.689,33.019,38.506,575.028,pigeonpeas,1647.636,31.368
24.249,53.658,20.846,30.844,52.847,401.622,pigeonpeas,1739.901,34.033
27.993,67.676,26.132,26.215,41.108,439.583,pigeonpeas,2114.096,27.383
36.324,73.596,22.688,23.67,53.281,260.551,pigeonpeas,2085.632,27.823
15.569,78.942,18.332,35.104,35.862,666.236,pigeonpeas,851.161,34.443
38.232,57.64,20.945,20.125,47.517,318.596,pigeonpeas,383.131,26.485
32.613,55.7,17.403,33.338,36.797,504.314,pigeonpeas,2313.619,41.147
33.035,52.652,24.941,31.613,32.785,502.009,pigeonpeas,2708.092,25.862
28.167,72.499,20.178,19.135,45.087,307.674,pigeonpeas,415.942,36.668
36.744,68.757,20.289,35.715,33.823,684.419,pigeonpeas,1669.904,32.297
6.662,63.717,21.448,30.536,31.424,412.554,pigeonpeas,1283.047,27.969
2.408,66.617,21.206,18.506,33.385,275.82,pigeonpeas,1159.058,29.812
42.32,58.692,19.496,36.965,60.178,459.57,pigeonpeas,1931.672,26.503
1.183,67.067,23.454,26.375,50.619,356.435,pigeonpeas,455.281,21.227
40.523,60.096,17.643,34.991,29.645,497.11,pigeonpeas,1729.037,38.785
1.202,67.961,16.51,36.594,56.574,375.42,pigeonpeas,410.596,28.545
25.776,72.527,11.811,30.185,67.896,302.545,pigeonpeas,382.573,30.692
12.517,76.499,15.072,31.066,58.553,401.896,pigeonpeas,1935.249,27.704
10.72,72.455,16.379,20.125,66.268,174.817,pigeonpeas,1331.02,32.771
11.574,65.058,21.26,20.073,40.656,293.931,pigeonpeas,922.556,26.869
37.828,57.561,17.826,33.583,39.774,512.469,pigeonpeas,2055.797,28.797
18.54,74.681,16.028,35.425,40.872,662.792,pigeonpeas,1158.881,30.56
6.968,62.097,24.744,25.628,52.037,329.466,pigeonpeas,883.447,31.326
13.009,73.769,25.484,17.903,36.683,255.796,pigeonpeas,735.453,30.777
25.369,63.808,17.14,32.947,32.865,558.849,pigeonpeas,1844.858,31.78
17.047,59.336,13.581,20.986,38.701,278.195,pigeonpeas,344.221,29.62
28.941,56.801,16.222,27.654,46.613,364.939,pigeonpeas,1054.43,32.525
16.012,61.935,7.525,31.514,29.785,516.623,pigeonpeas,168.266,29.789
18.124,72.926,12.559,35.778,44.828,578.316,pigeonpeas,1847.024,29.652
30.451,61.537,22.629,34.431,38.673,586.522,pigeonpeas,3611.633,28.64
27.671,58.806,21.374,33.0,64.137,306.89,pigeonpeas,1414.759,34.602
6.64,52.401,21.991,33.72,44.174,499.534,pigeonpeas,387.344,29.418
32.122,73.217,29.274,30.408,42.771,514.989,pigeonpeas,1368.017,27.036
30.812,65.578,19.801,33.644,65.423,323.124,pigeonpeas,450.579,32.22
27.69,62.864,21.339,32.365,32.204,477.666,pigeonpeas,1119.412,34.674
3.049,64.003,19.876,19.219,56.771,210.766,pigeonpeas,2495.01,35.526
2.503,56.525,31.052,24.801,45.963,325.041,pigeonpeas,2809.289,32.143
5.977,66.142,20.705,19.972,47.534,201.31,pigeonpeas,0.0,32.195
2.532,62.503,28.512,28.062,64.717,287.588,pigeonpeas,1608.86,24.995
43.771,71.813,18.765,20.953,43.947,353.26,pigeonpeas,31.687,20.623
28.705,60.356,18.663,33.559,31.95,483.051,pigeonpeas,338.105,25.475
23.349,71.768,19.628,36.395,57.073,467.086,pigeonpeas,564.353,28.263
11.735,66.077,15.392,30.436,35.397,440.638,pigeonpeas,408.445,33.95
20.292,73.145,13.113,35.988,51.571,490.847,pigeonpeas,34.02,30.208
9.561,57.193,18.834,29.973,36.545,350.175,pigeonpeas,1712.621,33.316
33.77,76.673,22.401,29.945,43.756,494.325,pigeonpeas,1523.352,30.087
12.77,72.571,13.544,30.711,32.163,593.203,pigeonpeas,3953.951,34.374
27.476,70.479,18.368,31.884,50.076,409.436,pigeonpeas,237.618,37.995
17.164,74.888,16.674,29.417,67.647,375.037,pigeonpeas,1371.123,28.659
17.687,59.629,19.475,18.785,47.439,270.087,pigeonpeas,545.211,42.353
38.508,65.396,26.507,36.243,35.696,611.966,pigeonpeas,650.911,35.643
15.551,73.837,16.88,19.372,36.738,339.814,pigeonpeas,753.135,28.856
15.589,69.219,18.072,31.382,57.286,367.205,pigeonpeas,2513.348,22.199
16.574,81.518,19.512,31.316,59.087,444.131,pigeonpeas,4140.249,26.775
33.241,56.777,18.904,33.876,38.256,457.412,pigeonpeas,1749.252,31.099
30.485,76.756,24.838,30.079,42.459,555.183,pigeonpeas,216.301,35.826
23.18,77.453,20.521,34.852,39.375,599.28,pigeonpeas,2523.83,34.439
18.041,73.567,18.977,35.635,46.009,527.507,pigeonpeas,474.538,30.416
39.471,71.642,17.998,29.565,65.716,339.219,pigeonpeas,1331.473,23.119
13.655,76.199,21.831,30.56,36.131,518.141,pigeonpeas,861.335,35.66
40.412,57.452,8.682,29.223,47.982,421.86,pigeonpeas,564.494,32.77
37.035,60.895,20.442,30.108,65.604,383.465,pigeonpeas,2646.397,28.33
8.932,76.014,21.108,19.846,66.386,149.199,pigeonpeas,1371.024,35.2
21.675,72.052,18.355,36.066,54.742,511.608,pigeonpeas,2140.354,27.386
26.398,75.271,11.281,29.634,55.806,365.942,pigeonpeas,1428.789,34.788
4.608,68.459,17.729,18.331,32.367,280.673,pigeonpeas,1633.28,23.127
12.608,60.526,19.175,29.06,33.532,405.771,pigeonpeas,432.055,25.482
35.682,55.82,25.629,35.766,68.423,530.717,pigeonpeas,1020.01,26.334
32.841,58.763,25.949,29.024,62.229,288.229,pigeonpeas,1431.413,33.73
9.176,79.268,16.582,30.348,37.043,480.66,pigeonpeas,1789.334,33.337
38.013,64.38,20.202,36.518,60.938,475.662,pigeonpeas,548.179,35.244
12.949,70.542,21.769,19.195,69.032,158.349,pigeonpeas,2650.718,27.995
14.01,73.889,20.62,19.854,65.57,152.947,pigeonpeas,0.0,26.753
10.384,70.771,18.651,19.556,66.044,187.841,pigeonpeas,1691.34,28.908
39.845,62.653,15.279,35.256,28.467,669.585,pigeonpeas,1778.605,36.048
12.209,65.01,17.993,19.652,65.431,163.664,pigeonpeas,525.033,26.749
19.56,62.864,16.293,36.894,56.791,465.84,pigeonpeas,1105.186,27.131
31.617,64.986,22.673,35.887,37.32,608.831,pigeonpeas,2682.919,35.055
9.256,75.465,18.762,20.775,58.929,164.23,pigeonpeas,424.165,24.996
38.257,55.263,21.372,36.95,62.639,499.931,pigeonpeas,1046.202,29.697
2.434,67.155,24.446,36.448,55.699,477.112,pigeonpeas,2732.345,41.0
2.663,75.457,19.295,23.988,45.907,340.289,pigeonpeas,13.125,31.679
36.81,78.536,23.505,28.32,45.522,441.699,pigeonpeas,243.135,30.541
26.308,71.203,20.945,28.873,56.708,366.646,pigeonpeas,1310.139,27.135
9.97,74.156,19.19,29.4,46.016,413.639,pigeonpeas,1228.387,34.343
2.054,68.427,23.911,19.386,59.361,210.011,pigeonpeas,1755.476,35.542
22.878,69.229,11.054,18.372,33.792,293.673,pigeonpeas,457.184,24.645
7.163,57.6,21.928,29.689,36.663,433.887,pigeonpeas,603.63,23.653
21.227,59.135,19.58,25.633,39.709,396.565,pigeonpeas,265.672,31.61
37.341,60.322,24.72,37.843,64.242,546.825,pigeonpeas,1478.972,31.058
23.138,59.815,24.152,29.493,45.007,512.906,pigeonpeas,1206.214,33.219
38.679,60.548,14.568,34.581,31.086,487.766,pigeonpeas,263.319,38.844
1.959,68.07,20.849,19.453,46.842,218.917,pigeonpeas,1539.829,30.316
29.704,71.762,17.863,31.644,59.557,374.208,pigeonpeas,928.809,27.384
14.72,71.536,19.818,18.305,36.75,314.632,pigeonpeas,690.151,26.505
6.656,64.704,20.418,19.874,55.459,202.311,pigeonpeas,1514.727,30.098
5.936,66.737,26.424,19.031,61.342,187.475,pigeonpeas,738.377,36.012
9.144,79.914,16.417,20.707,55.692,296.744,pigeonpeas,1219.553,29.532
12.52,80.771,22.339,30.284,55.647,538.249,pigeonpeas,979.2,34.097
35.6,57.531,20.104,33.236,33.881,554.46,pigeonpeas,1119.618,26.523
3.715,75.254,20.702,24.176,47.753,357.638,pigeonpeas,0.0,26.456
24.48,70.394,22.148,31.413,58.134,361.391,pigeonpeas,717.981,27.936
27.544,72.28,23.605,28.93,57.064,376.225,pigeonpeas,1041.195,25.618
21.837,58.736,21.653,21.84,38.081,392.022,pigeonpeas,719.96,32.863
37.763,62.399,19.773,35.112,40.223,649.837,pigeonpeas,544.373,27.406
35.044,76.644,24.551,36.591,32.937,630.87,pigeonpeas,2043.886,26.863
44.335,63.159,17.721,27.565,34.97,513.808,pigeonpeas,1990.08,25.36
33.904,71.05,15.531,29.965,67.887,298.738,pigeonpeas,821.967,29.055
1.435,67.512,25.399,19.364,58.019,182.39,pigeonpeas,2303.467,31.198
23.737,69.746,24.891,36.866,37.022,698.327,pigeonpeas,826.179,31.735
4.748,60.689,19.115,29.091,34.595,461.983,pigeonpeas,2059.323,28.041
3.162,77.929,10.955,24.091,48.355,329.472,pigeonpeas,2733.835,30.275
26.631,72.157,19.056,28.582,35.822,540.77,pigeonpeas,1159.199,30.457
25.947,75.937,23.821,24.506,63.585,336.54,pigeonpeas,716.349,39.072
-1.843,59.612,16.457,25.301,40.623,430.58,pigeonpeas,2753.293,27.772
29.98,56.868,23.67,28.426,62.955,376.603,pigeonpeas,724.553,34.607
17.863,72.942,18.256,18.102,35.544,341.241,pigeonpeas,1079.407,28.681
40.245,57.958,19.508,35.142,38.802,660.727,pigeonpeas,373.215,28.685
44.331,73.343,18.511,31.661,47.143,528.634,pigeonpeas,0.0,32.734
32.52,70.003,21.977,20.364,47.071,299.042,pigeonpeas,2684.157,28.335
27.952,59.222,25.295,30.668,50.732,503.511,pigeonpeas,1036.77,37.146
20.327,76.72,23.528,34.502,40.607,517.449,pigeonpeas,2266.125,25.847
29.367,77.79,20.286,24.599,50.599,350.718,pigeonpeas,989.853,30.48
39.643,53.797,24.165,29.157,49.068,483.975,pigeonpeas,1314.964,34.299
19.741,68.832,14.0,18.928,48.424,237.574,pigeonpeas,1003.049,31.995
38.245,61.959,15.991,34.912,27.678,652.972,pigeonpeas,2036.027,39.001
4.331,56.329,15.901,33.813,47.738,459.521,pigeonpeas,1942.22,28.919
6.813,60.623,21.518,20.496,38.625,320.157,pigeonpeas,2502.699,32.154
10.593,75.283,25.135,29.293,46.905,463.797,pigeonpeas,1714.998,23.879
7.923,50.214,26.745,32.955,46.92,546.251,pigeonpeas,588.887,30.009
25.709,62.582,22.743,31.246,52.805,430.474,pigeonpeas,1308.047,31.623
44.651,62.225,20.802,36.821,63.015,460.885,pigeonpeas,1527.086,31.566
23.764,68.948,19.43,19.276,44.419,373.192,pigeonpeas,2610.736,33.246
17.468,65.512,22.895,31.746,55.493,419.896,pigeonpeas,1229.5,22.443
22.359,65.169,30.853,33.888,32.882,653.157,pigeonpeas,1303.983,27.576
0.158,74.204,15.159,27.919,53.05,339.115,pigeonpeas,1643.523,19.292
11.833,73.775,17.337,18.861,66.155,149.069,pigeonpeas,670.558,29.77
15.373,71.733,17.713,30.488,34.594,523.74,pigeonpeas,1303.949,31.481
17.469,69.036,16.1,25.018,38.19,315.184,pigeonpeas,271.751,33.586
38.104,75.149,25.191,23.296,62.982,316.422,pigeonpeas,786.14,31.721
3.318,72.896,23.003,36.199,56.579,390.299,pigeonpeas,107.434,28.22
24.151,65.745,16.792,32.994,32.222,611.313,pigeonpeas,901.607,25.356
11.218,58.578,24.268,20.212,40.016,322.039,pigeonpeas,2108.016,17.452
27.053,69.243,22.633,31.733,48.967,556.319,pigeonpeas,1537.95,27.02
13.556,72.374,21.713,18.211,37.896,308.851,pigeonpeas,1465.21,35.3
4.889,60.278,22.475,20.312,39.69,318.248,pigeonpeas,1713.117,26.72
16.035,52.616,25.262,22.123,56.055,196.307,pigeonpeas,686.045,24.559
15.973,57.909,13.521,21.782,40.088,361.904,pigeonpeas,1861.017,34.432
20.288,77.166,24.635,31.78,36.046,450.679,pigeonpeas,2315.884,35.038
22.636,76.895,14.642,29.846,67.378,321.993,pigeonpeas,230.809,31.402
24.545,72.358,17.209,31.618,59.723,331.806,pigeonpeas,2356.856,35.374
28.011,68.984,24.06,31.173,59.403,443.443,pigeonpeas,3010.514,26.799
34.94,54.17,14.966,34.304,37.502,501.167,pigeonpeas,2705.046,25.935
17.116,77.231,15.179,31.518,55.72,458.565,pigeonpeas,3049.12,19.106
6.471,74.839,19.673,19.692,64.613,148.611,pigeonpeas,1165.501,33.001
38.739,77.59,15.992,36.284,31.471,646.013,pigeonpeas,689.136,21.413
27.41,70.405,18.933,24.381,57.663,302.514,pigeonpeas,2317.735,27.371
26.783,55.894,18.721,27.419,42.277,369.372,pigeonpeas,1571.072,29.619
21.368,62.466,14.0,34.551,55.108,310.239,pigeonpeas,1195.01,29.076
33.562,72.777,19.312,21.096,45.826,331.419,pigeonpeas,1912.694,27.16
18.594,57.046,12.2,34.298,40.002,403.869,pigeonpeas,1279.009,28.722
29.599,55.294,25.05,30.77,52.959,483.394,pigeonpeas,1179.328,33.503
39.556,64.466,9.851,27.799,35.456,471.656,pigeonpeas,0.0,32.874
11.788,73.785,15.849,29.787,42.355,372.864,pigeonpeas,1658.725,29.252
10.36,64.801,22.079,26.652,51.046,414.285,pigeonpeas,1592.505,30.944
18.954,77.082,14.478,35.853,39.815,547.898,pigeonpeas,261.584,29.442
27.184,58.854,24.268,33.377,66.193,345.78,pigeonpeas,2825.486,32.192
20.676,55.093,22.503,20.667,70.622,173.535,pigeonpeas,1243.641,26.26
20.29,56.171,21.87,23.909,43.361,225.527,pigeonpeas,1379.366,29.439
34.115,77.647,23.243,33.48,48.615,557.244,pigeonpeas,2899.464,32.344
29.499,60.641,17.955,33.877,68.795,358.958,pigeonpeas,770.823,27.27
24.524,64.96,22.372,26.381,39.005,398.182,pigeonpeas,856.341,32.348
9.776,72.321,18.856,29.417,44.022,477.447,pigeonpeas,745.16,23.717
38.488,77.155,21.218,23.572,59.34,302.402,pigeonpeas,1157.305,23.39
31.464,60.985,28.064,30.469,67.95,368.993,pigeonpeas,2831.65,24.33
20.037,77.94,24.308,34.6,39.796,616.839,pigeonpeas,3066.588,28.353
28.517,58.632,24.027,30.849,53.036,360.407,pigeonpeas,1347.029,26.631
3.607,64.314,18.794,34.545,46.626,448.484,pigeonpeas,1592.424,25.504
37.339,72.38,22.538,32.431,46.144,504.183,pigeonpeas,1952.759,34.623
18.163,55.469,24.858,23.366,47.372,369.558,pigeonpeas,1379.137,30.522
22.0,77.928,17.241,24.059,52.264,306.236,pigeonpeas,2706.789,33.752
16.832,62.826,17.65,30.996,31.335,300.147,pigeonpeas,1147.673,28.903
15.081,71.381,23.729,17.924,36.346,325.131,pigeonpeas,642.105,32.954
35.418,69.976,28.586,23.744,33.765,474.122,pigeonpeas,836.491,36.172
8.298,67.378,17.565,29.85,36.224,588.94,pigeonpeas,0.0,31.989
1.602,74.874,24.787,30.83,69.346,282.365,pigeonpeas,1969.799,27.286
17.665,72.084,25.738,18.132,39.048,363.211,pigeonpeas,954.735,41.49
19.109,74.954,12.911,36.059,45.011,574.587,pigeonpeas,2081.313,22.951
20.58,55.938,18.706,24.24,47.164,354.07,pigeonpeas,2645.118,37.221
33.165,70.598,20.947,20.588,47.046,295.966,pigeonpeas,1012.546,27.596
6.07,55.403,20.326,33.479,43.753,561.183,pigeonpeas,2401.182,28.813
5.951,75.329,17.465,20.426,60.757,171.784,pigeonpeas,2801.691,32.413
7.119,54.545,18.975,32.817,45.312,445.096,pigeonpeas,3069.482,30.357
23.265,67.0,21.195,33.834,34.266,723.489,pigeonpeas,1775.561,25.511
13.714,56.619,13.436,19.527,50.499,280.609,pigeonpeas,1176.31,31.562
7.679,80.994,13.352,21.136,54.359,236.055,pigeonpeas,1568.605,29.8
20.103,75.476,17.832,19.77,32.652,445.874,pigeonpeas,162.631,26.867
29.643,75.533,28.731,25.155,49.436,423.976,pigeonpeas,1543.726,33.725
0.296,70.367,24.504,36.529,57.159,406.704,pigeonpeas,1866.494,27.188
38.158,59.169,18.027,37.565,62.218,490.199,pigeonpeas,2215.586,25.633
34.751,73.858,26.495,28.351,44.244,438.784,pigeonpeas,1622.412,35.309
41.197,76.0,20.218,23.462,62.068,338.967,pigeonpeas,1058.506,23.528
22.366,57.779,16.033,33.814,38.891,505.524,pigeonpeas,2970.693,29.783
35.327,74.725,20.768,28.824,58.327,366.189,pigeonpeas,2688.267,36.617
23.814,61.474,27.802,36.854,36.888,603.97,pigeonpeas,2010.178,19.374
2.566,69.004,22.674,36.65,55.474,505.173,pigeonpeas,2004.383,29.296
6.436,69.525,24.268,19.801,60.415,144.712,pigeonpeas,1533.84,35.675
25.71,80.04,16.083,20.036,58.849,228.252,pigeonpeas,1575.081,29.834
12.912,77.54,29.114,17.998,36.159,349.388,pigeonpeas,1919.194,26.263
20.676,73.873,18.31,35.663,44.387,537.858,pigeonpeas,1930.411,23.43
11.118,70.972,19.91,18.056,36.567,278.891,pigeonpeas,1578.112,24.436
15.783,72.581,14.297,18.499,34.559,371.89,pigeonpeas,1783.211,27.705
22.39,72.55,16.113,29.253,68.408,247.155,pigeonpeas,1194.96,27.88
3.347,51.2,23.748,24.853,44.172,308.474,pigeonpeas,2744.705,28.221
23.245,66.295,19.814,36.667,39.363,712.536,pigeonpeas,2439.244,19.626
34.904,72.957,19.337,30.167,43.497,456.666,pigeonpeas,1372.179,30.492
-0.692,65.543,15.093,34.388,47.16,517.449,pigeonpeas,973.082,26.01
7.739,63.981,23.31,27.779,65.577,287.54,pigeonpeas,70.347,35.052
19.241,74.15,13.923,29.291,69.866,267.156,pigeonpeas,1578.402,28.665
6.188,63.768,22.312,19.059,32.204,346.17,pigeonpeas,388.349,34.575
